0.000403422,1
0.001253721,1
0.000841161,1
0.000330195,1
0.000180912,1
0.000167727,1
0.000229542,1
0.000210884,1
0.000165381,1
0.000123866,1
0.000114014,1
0.000141525,1
0.000262391,1
0.000294681,1
0.000226075,1
0.000169509,1
0.000147538,1
0.000100761,1
0.000189367,1
0.000186896,1
0.000179048,1
0.000134518,1
0.000110952,1
0.000120698,1
0.000341891,1
0.000211248,1
0.004446753,1
0.00127869,1
0.000368604,1
0.002375991,1
0.0013715,1
0.000590397,1
0.000729373,1
0.000191573,1
0.000228142,1
0.000223814,1
0.000281407,1
0.000224924,1
0.000170823,1
0.005110487,1
0.000456726,1
0.004608639,1
0.000413433,1
0.00033825,1
0.000345384,1
0.003637307,1
0.000981229,1
0.001010266,1
0.000694957,1
0.000130825,1
0.000854468,1
0.00025446,1
0.000234391,1
7.85E-05,1
0.00014773,1
0.00020576,1
0.000335909,1
0.000243744,1
0.000158133,1
0.000190355,1
0.000273531,1
0.000215062,1
0.000201181,1
0.000164524,1
0.000125716,1
9.86E-05,1
0.000298132,1
0.000256731,1
0.000240781,1
0.000315352,1
0.000657139,1
0.001755054,1
0.001038567,1
0.000482974,1
0.000219707,1
0.000169287,1
0.000321855,1
0.000307955,1
0.000242808,1
0.000127173,1
0.000160259,1
0.000124608,1
0.000391868,1
0.000406377,1
0.000301881,1
0.00026855,1
0.000142739,1
0.00012752,1
0.00016363,1
0.000113212,1
0.000168686,1
0.00010354,1
8.95E-05,1
0.000224153,1
0.000169053,1
0.000221094,1
0.000126939,1
0.000180145,1
0.000122278,1
0.000567433,1
0.000216455,1
0.000166612,1
0.000131581,1
0.00011722,1
0.00018455,1
0.00015387,1
0.000457974,1
0.001444898,1
0.000154952,1
0.000197747,1
0.000224813,1
0.00055064,1
0.004130307,1
0.001698219,1
0.000343988,1
0.000159149,1
0.000199352,1
0.000182052,1
0.000171532,1
0.000152624,1
0.000134304,1
0.000155336,1
0.000163856,1
0.000187897,1
0.000233476,1
0.000104999,1
8.11E-05,1
0.000112931,1
9.58E-05,1
0.000152013,1
0.000172332,1
0.000126563,1
0.000152912,1
0.000106436,1
0.000116626,1
0.000172286,1
0.000121525,1
0.000819999,1
0.000433467,1
0.004815695,1
0.00343674,1
0.000746469,1
0.000237511,1
0.00021563,1
0.000170577,1
0.00022067,1
0.000191366,1
0.000221157,1
0.000204148,1
0.000236079,1
0.000303401,1
0.000293969,1
0.000154633,1
0.000140243,1
0.000284551,1
0.006466953,1
0.002905616,1
0.000288392,1
0.000143072,1
0.000142539,1
0.000155385,1
0.000162487,1
0.000179872,1
0.000151667,1
0.00012545,1
0.00013571,1
0.000181108,1
0.000213547,1
0.000110422,1
0.000102987,1
0.000161669,1
0.00015349,1
0.000155556,1
0.000131424,1
0.000205933,1
0.000201076,1
0.000120578,1
0.000140992,1
0.000221729,1
0.000162921,1
9.35E-05,1
8.96E-05,1
0.000288518,1
0.007896658,1
0.002674981,1
0.000394217,1
0.000155752,1
0.000177232,1
0.000188971,1
0.00017807,1
0.000161964,1
0.000195675,1
0.000181268,1
0.000147126,1
0.000174167,1
0.000223666,1
0.000137809,1
0.000127828,1
0.000158419,1
0.000162313,1
0.000169043,1
0.000156296,1
0.000180995,1
0.000167346,1
0.000166172,1
0.000163209,1
0.000203018,1
0.000223764,1
0.000111193,1
0.000109804,1
0.000180752,1
0.000189113,1
0.000231034,1
0.000202571,1
0.000203215,1
4.12E-05,1
0.000203966,1
0.000229993,1
0.000307016,1
0.000277591,1
0.000149098,1
0.000163538,1
0.000545156,1
0.008840736,1
0.004421012,1
0.000310347,1
0.000109435,1
9.14E-05,1
7.70E-05,1
8.47E-05,1
4.95E-05,1
6.43E-05,1
4.89E-05,1
6.89E-05,1
0.000100272,1
0.000103477,1
7.15E-05,1
7.53E-05,1
6.85E-05,1
5.52E-05,1
9.59E-05,1
8.33E-05,1
0.000108877,1
5.89E-05,1
4.09E-05,1
8.29E-05,1
0.000138639,1
0.000117375,1
8.54E-05,1
0.002680884,1
5.62E-05,1
0.011033805,1
0.01207755,1
0.000330428,1
0.000130793,1
0.0001035,1
4.13E-05,1
2.34E-05,1
5.88E-05,1
6.25E-05,1
8.79E-05,1
0.000182008,1
3.32E-05,1
4.84E-05,1
4.23E-05,1
1.17E-05,1
0.000269258,1
0.026633827,1
0.010775942,1
0.000464096,1
0.000172779,1
6.97E-05,1
0.000130446,1
0.000113778,1
0.000130775,1
9.56E-05,1
6.91E-05,1
9.80E-05,1
0.000144086,1
0.000139294,1
0.000125216,1
0.000105159,1
0.000122598,1
8.43E-05,1
8.66E-05,1
7.25E-05,1
0.000102726,1
8.84E-05,1
7.21E-05,1
8.58E-05,1
0.00010823,1
0.000166789,1
6.40E-05,1
7.35E-05,1
0.000414911,1
0.008813355,1
0.005489815,1
0.000508191,1
0.000134958,1
6.22E-05,1
0.000185512,1
0.000109235,1
0.000114002,1
6.23E-05,1
7.27E-05,1
6.26E-05,1
0.000162967,1
0.000186115,1
0.000133297,1
0.000113791,1
0.000128469,1
6.43E-05,1
6.37E-05,1
6.06E-05,1
8.30E-05,1
6.64E-05,1
7.59E-05,1
6.97E-05,1
7.35E-05,1
5.91E-05,1
4.74E-05,1
5.97E-05,1
9.62E-05,1
8.63E-05,1
0.00014084,1
8.97E-05,1
7.63E-05,1
3.93E-05,1
7.32E-05,1
6.90E-05,1
0.000134331,1
0.000125316,1
0.000111279,1
0.000109474,1
0.000946715,0
0.000689528,0
0.000311292,0
0.000210436,0
0.001362518,0
0.00027845,0
0.001183991,0
0.000339858,0
0.000541533,0
0.000852434,0
0.001825419,0
0.001013585,0
0.000625513,0
0.001514339,0
0.000177993,0
0.000204527,0
0.000145842,0
0.001415102,0
0.001664185,0
0.00027994,0
0.000279495,0
0.000161157,0
0.000784541,0
0.000274563,0
0.000237649,0
0.000350433,0
0.000284881,0
0.000476285,0
0.003100473,0
0.000752856,0
0.000541912,0
0.000199808,0
0.000174511,0
0.000121969,0
0.00016351,0
0.001103529,0
0.000467257,0
0.00035085,0
0.000236463,0
0.000390899,0
0.00084935,0
0.002242359,0
0.000261281,0
0.000232767,0
0.00015075,0
0.000183957,0
0.001988674,0
0.001084867,0
0.000169137,0
0.000178617,0
0.000158536,0
0.000158053,0
0.000241436,0
0.000275593,0
0.000202551,0
0.000187661,0
0.005732738,0
0.000885123,0
0.000242954,0
6.98E-05,0
6.29E-05,0
6.94E-05,0
5.74E-05,0
0.000277865,0
0.000389327,0
0.000322,0
0.000301002,0
0.000518119,0
5.44E-06,0
0.001260032,0
0.002403369,0
0.000149842,0
0.000118211,0
0.000100897,0
6.64E-05,0
0.000368324,0
0.000277145,0
0.000127468,0
0.000105003,0
0.000113322,0
0.000656921,0
0.000103217,0
0.000100771,0
0.000136228,0
0.000141612,0
9.16E-05,0
